Agent_Age,Agent_Rating,Distance_km,Pickup_Lag_min,Hour,DayOfWeek,Weather_enc,Traffic_enc,Vehicle_enc,Area_enc,Category_enc,Delivery_Time
22,4.6,20.886800025589302,1913775.0,20.0,5.0,5,1,0,1,5,115
22,4.6,6.146925931738805,1877770.0,13.0,2.0,1,0,0,1,10,26
27,3.8,6.050084991996258,1886415.0,14.0,3.0,0,0,0,1,13,215
38,5.0,12.580267822400963,1913770.0,17.0,5.0,1,3,1,1,5,145
36,4.9,20.253058591951756,1848965.0,18.0,1.0,5,3,1,1,0,115
35,4.8,13.62208523449083,1910885.0,17.0,0.0,2,3,0,1,7,120
34,4.0,10.88143182310278,1837450.0,17.0,2.0,3,3,2,1,9,215
27,5.0,13.989916877275611,1882090.0,0.0,6.0,4,2,0,1,0,145
29,4.6,9.22086597503784,1880645.0,22.0,0.0,4,2,0,1,6,115
30,4.6,4.527973054243058,1872005.0,22.0,6.0,2,2,0,1,9,130
29,4.6,6.147092755626801,1886405.0,15.0,3.0,0,3,0,1,3,85
23,4.6,7.682703792667339,1841770.0,18.0,6.0,1,3,0,1,15,145
34,4.6,3.0527456969715105,1915210.0,8.0,4.0,1,2,0,0,1,125
25,4.8,1.5203013368536653,1841775.0,9.0,6.0,2,2,1,0,13,85
30,4.6,14.02323208308448,1848975.0,22.0,1.0,0,2,0,1,14,130
31,4.8,7.573470125639189,1850405.0,22.0,0.0,1,2,1,1,8,125
26,4.9,1.4899271643865588,1847530.0,11.0,2.0,0,0,1,0,8,65
20,4.8,20.506685809982404,1910885.0,22.0,0.0,4,2,0,1,6,115
29,4.9,3.0295354155430836,1844645.0,10.0,4.0,5,2,2,1,10,13
24,4.5,4.656990844808267,1880655.0,17.0,0.0,4,3,2,1,14,90
21,5.0,9.313691518325752,1844650.0,18.0,4.0,1,3,2,1,1,125
28,4.9,12.421242442902571,1846085.0,21.0,3.0,1,1,0,0,15,180
39,4.9,1.4901739564930154,1860485.0,11.0,0.0,2,0,1,1,6,165
28,4.8,16.6594405791231,1884975.0,19.0,4.0,0,1,0,0,14,130
22,4.7,7.562267471532845,1874895.0,22.0,4.0,3,2,0,0,9,95
22,4.9,6.119866712015615,1853290.0,15.0,5.0,2,3,0,0,6,115
29,4.9,7.7725232004434295,1853295.0,21.0,5.0,4,1,0,1,2,110
29,4.6,9.074331008326515,1863365.0,17.0,5.0,2,3,2,1,1,110
35,4.6,1.4895293820617894,1860485.0,10.0,0.0,1,2,0,1,9,130
38,3.7,14.15280068944862,1848965.0,23.0,1.0,3,2,0,1,9,160
27,4.9,10.880991591395228,1848965.0,18.0,1.0,4,3,0,1,3,180
32,4.3,7.489922545713147,1909450.0,22.0,1.0,2,2,0,1,0,105
21,4.7,10.588906536688087,1879215.0,18.0,1.0,0,3,1,1,9,65
21,4.8,16.385045825961104,1882085.0,18.0,6.0,4,3,1,1,4,135
28,4.6,6.232393050016768,1838885.0,15.0,1.0,0,3,0,3,4,50
28,4.9,10.868240116750805,1863365.0,23.0,4.0,0,2,0,1,5,140
32,4.9,17.29786575291325,1905125.0,18.0,4.0,4,3,1,0,1,150
32,4.9,12.234645517155798,1873445.0,18.0,5.0,3,3,0,1,11,185
30,4.5,9.219708856174128,1860485.0,22.0,0.0,4,2,0,0,14,75
28,4.6,16.38385607184808,1857605.0,17.0,2.0,4,3,1,1,1,185
21,4.9,4.657671710224878,1838885.0,19.0,1.0,5,1,1,1,9,100
38,4.2,14.022268860182423,1846090.0,21.0,3.0,5,1,1,0,9,170
27,4.7,7.684168603439756,1872005.0,17.0,6.0,5,3,0,1,9,85
24,4.6,16.851875921653388,1864815.0,17.0,4.0,5,3,1,0,15,100
20,4.2,12.464226008964719,1857605.0,21.0,2.0,4,1,1,3,4,155
29,4.7,20.86362506156607,1840325.0,17.0,0.0,2,3,2,1,8,125
34,4.8,7.660205777239119,1872015.0,21.0,6.0,3,1,0,1,4,130
30,4.7,1.552216563717113,1856170.0,8.0,3.0,0,2,1,1,5,80
38,4.6,4.560926278066122,1869135.0,21.0,1.0,2,1,0,1,8,180
38,4.4,6.29013467763468,1912330.0,13.0,6.0,3,0,0,1,13,180
33,4.9,17.29786575291325,1846085.0,23.0,3.0,2,2,2,3,7,115
26,4.6,8.938097379311301,1889290.0,17.0,1.0,4,3,0,1,8,145
34,4.7,17.074904296042025,1876325.0,19.0,3.0,0,1,0,1,1,110
37,4.8,3.024984591596264,1880650.0,10.0,0.0,1,2,0,1,3,125
36,4.2,3.0735433636637475,1863375.0,9.0,5.0,2,2,0,1,13,135
30,4.0,6.210030477135088,1844645.0,13.0,4.0,4,0,1,1,6,180
33,3.6,14.15280068944862,1913770.0,20.0,5.0,5,1,2,1,6,180
27,4.5,6.29013467763468,1912325.0,13.0,6.0,4,0,0,1,10,21
22,4.8,17.13793593144315,1854735.0,22.0,4.0,5,2,0,0,15,60
22,4.7,16.63651695459671,1884975.0,17.0,4.0,0,3,0,0,5,70
33,4.2,4.717601092054723,1866255.0,18.0,3.0,1,3,2,1,7,155
36,5.0,16.72211837577326,1837450.0,22.0,2.0,5,2,0,1,8,130
34,4.8,2.9845125598688362,1912325.0,11.0,6.0,0,0,0,1,2,100
30,4.3,13.98958472463553,1867690.0,21.0,2.0,3,1,0,1,5,240
22,4.8,1.558137239175215,1880655.0,10.0,0.0,0,2,0,1,1,120
22,4.9,13.830709083522443,1884970.0,20.0,4.0,1,1,0,1,2,145
36,4.8,16.720605641529577,1876330.0,20.0,3.0,3,1,0,1,10,48
23,4.6,12.100079055614344,1887855.0,17.0,2.0,5,3,0,1,0,155
34,4.9,10.867434750937747,1870565.0,20.0,0.0,3,1,2,1,3,185
33,4.4,16.851371030914212,1879205.0,20.0,1.0,3,1,2,0,3,215
27,4.5,16.851875921653388,1884975.0,21.0,4.0,3,1,0,1,14,230
37,4.5,9.075521306663484,1882095.0,23.0,5.0,5,2,0,1,3,145
33,4.6,19.761706467413592,1837455.0,17.0,2.0,0,3,1,1,4,115
21,4.6,19.620419296539986,1846085.0,22.0,3.0,5,2,1,3,10,11
39,4.5,6.12908533497929,1847530.0,12.0,2.0,1,0,0,0,10,30
21,4.8,3.059554247595471,1838895.0,11.0,1.0,5,2,1,1,2,55
35,4.8,19.041522215513627,1910885.0,22.0,0.0,4,2,0,0,0,200
29,4.1,10.708220667367794,1846085.0,18.0,3.0,2,3,0,1,6,170
30,4.8,11.007734763744617,1867695.0,20.0,2.0,0,1,1,1,0,130
28,4.6,8.937527873529229,1877765.0,22.0,2.0,3,2,1,0,8,95
21,4.9,4.395007361329002,1915215.0,18.0,4.0,0,3,1,1,11,95
31,4.6,17.076407856166536,1887845.0,20.0,2.0,0,1,1,1,0,90
32,4.8,16.851738065958607,1861930.0,18.0,6.0,5,3,1,1,9,105
20,5.0,6.209735433842075,1874890.0,16.0,4.0,2,3,1,1,0,135
28,4.6,17.073813051007523,1882095.0,21.0,6.0,3,1,0,1,2,240
35,4.8,4.674181485440602,1869135.0,22.0,1.0,0,2,0,0,9,95
26,4.1,3.058551495341316,1863365.0,10.0,5.0,2,2,0,3,0,120
30,4.6,10.866360907886408,1879205.0,18.0,1.0,4,3,1,1,8,215
38,4.7,20.206260324074304,1882085.0,17.0,6.0,4,3,0,1,0,235
25,4.9,7.763485791200292,1877765.0,0.0,2.0,3,2,1,1,12,75
36,4.9,9.15771032959411,1915210.0,18.0,4.0,0,3,1,0,2,95
38,4.2,7.790160607220383,1866245.0,23.0,3.0,5,2,0,0,12,100
30,4.3,3.105091522701049,1886415.0,10.0,3.0,1,2,0,1,9,150
31,5.0,8.937863682516157,1866255.0,17.0,3.0,0,3,1,1,4,80
38,4.9,17.137407700371956,1857610.0,17.0,2.0,3,3,0,1,3,215
30,4.4,4.610367445745056,1841770.0,19.0,6.0,4,1,0,1,4,195
26,4.9,14.021726512881596,1870565.0,20.0,0.0,1,1,1,1,13,145
23,4.8,9.220373067021216,1853290.0,20.0,5.0,4,1,1,1,2,115
20,4.9,10.27908705554764,1908005.0,17.0,2.0,4,3,0,1,14,175
34,4.8,9.121499067661924,1853285.0,21.0,5.0,0,1,0,0,12,105
33,4.7,12.073402311815224,1851850.0,22.0,6.0,1,2,1,1,12,95
27,4.6,16.720605641529577,1864815.0,20.0,4.0,3,1,0,1,9,200
38,4.8,13.829019124454268,1884965.0,21.0,4.0,4,1,2,1,10,37
31,4.1,4.663310851898783,1887850.0,23.0,1.0,5,2,0,1,2,110
33,4.3,13.829314445199353,1870570.0,18.0,0.0,1,3,0,1,11,190
23,4.8,6.232180611484166,1841770.0,13.0,6.0,0,0,2,1,6,70
32,4.0,7.325279665908346,1915215.0,20.0,4.0,1,1,0,0,11,155
35,4.6,4.66331041671685,1853285.0,22.0,5.0,2,2,1,1,11,135
27,4.9,20.25304812543042,1837445.0,23.0,2.0,2,2,0,1,15,90
32,4.8,4.663419307399213,1863375.0,18.0,5.0,5,3,0,1,13,150
28,4.6,2.9302578007621216,1906575.0,10.0,3.0,0,2,0,1,15,85
30,4.9,4.663438748149055,1889295.0,22.0,1.0,4,2,0,1,3,115
22,4.5,6.050486021641428,1880655.0,12.0,0.0,5,0,1,1,7,55
29,4.9,20.44292976252901,1905135.0,20.0,4.0,2,1,1,0,9,100
32,4.0,4.610339345524684,1841770.0,18.0,6.0,2,3,0,1,8,195
35,4.7,12.073397681482605,1867690.0,17.0,2.0,5,3,0,1,11,100
35,4.3,20.18081128090421,1861925.0,17.0,6.0,2,3,2,1,13,155
34,4.3,9.313614929815012,1866250.0,19.0,3.0,1,1,0,1,6,170
29,4.6,13.611544388190575,1867685.0,19.0,2.0,4,1,1,1,8,220
30,4.2,12.106510955547904,1905130.0,20.0,4.0,3,1,1,1,3,195
35,4.8,8.953205389498695,1906570.0,23.0,3.0,2,2,0,1,1,115
24,4.4,12.099096916817198,1837455.0,18.0,2.0,2,3,0,0,9,170
33,4.7,7.649724402449684,1856170.0,21.0,3.0,1,1,0,1,1,135
32,4.0,7.647092834675519,1886405.0,19.0,3.0,5,1,0,1,15,185
33,4.7,6.210045163136143,1863375.0,16.0,5.0,1,3,2,1,7,140
28,4.6,6.081139317039376,1860490.0,16.0,0.0,0,3,1,3,4,65
20,4.6,7.683765443180287,1886405.0,18.0,3.0,5,3,2,1,10,25
21,4.5,4.66331041671685,1872015.0,17.0,6.0,5,3,1,1,2,120
39,4.8,7.646049300624547,1883525.0,23.0,5.0,2,2,1,1,4,100
31,4.2,12.580267822400963,1905135.0,22.0,4.0,4,2,0,1,10,38
23,4.7,1.489829154062434,1874895.0,8.0,4.0,0,2,0,0,14,120
37,4.8,7.7901565957028485,1883530.0,17.0,5.0,0,3,0,0,3,120
26,4.9,13.611428630407849,1857615.0,20.0,2.0,2,1,0,1,7,75
34,4.8,7.60180033473793,1853295.0,23.0,5.0,5,2,1,1,10,26
23,4.1,4.6104717430464985,1853285.0,22.0,5.0,5,2,0,1,11,90
20,4.5,1.5524171512659315,1880645.0,10.0,0.0,3,2,0,1,10,16
27,4.9,4.657651549280329,1844650.0,22.0,4.0,3,2,0,1,2,115
39,4.3,19.976644021152854,1882095.0,21.0,6.0,3,1,0,0,9,190
21,4.9,1.536842088254878,1853285.0,10.0,5.0,3,2,0,1,4,80
20,5.0,10.704161271430333,1876325.0,21.0,3.0,1,1,2,1,15,90
29,4.7,9.192703790075944,1856170.0,22.0,3.0,5,2,1,1,10,13
39,4.7,16.984195923010834,1905135.0,22.0,4.0,4,2,0,1,13,135
30,4.6,16.153774202105296,1905130.0,21.0,4.0,1,1,0,1,5,230
39,5.0,1.554508559519504,1838895.0,11.0,1.0,1,0,0,1,9,160
27,4.8,10.864870498856765,1884975.0,18.0,4.0,1,3,0,1,4,95
26,4.5,16.385047886584577,1876325.0,23.0,3.0,3,2,2,3,15,100
25,4.9,17.138295790539786,1854735.0,18.0,4.0,4,3,1,1,12,140
25,4.3,19.359307695550992,1884975.0,20.0,4.0,3,1,0,1,6,200
37,4.6,10.60245939514964,1857605.0,23.0,2.0,1,2,1,1,12,80
32,4.9,19.658828717454107,1864815.0,21.0,4.0,3,1,0,1,8,260
26,4.7,12.11684826095673,1851845.0,0.0,6.0,3,2,0,0,3,105
24,4.5,1.5093844931452696,1847535.0,11.0,2.0,2,0,1,1,2,90
27,4.8,19.890503583967206,1882085.0,22.0,6.0,4,2,1,1,5,135
30,4.6,7.66101794664148,1863370.0,19.0,5.0,5,1,2,1,7,160
28,4.9,3.104686366912266,1841770.0,10.0,6.0,1,2,1,1,0,75
39,4.3,9.059859285712854,1909455.0,21.0,1.0,1,1,0,1,7,170
20,4.9,11.007734763744617,1879205.0,17.0,1.0,2,3,0,1,0,140
26,4.7,6.049765396707469,1889285.0,15.0,1.0,2,3,0,0,6,55
39,4.7,1.55813398149798,1847525.0,9.0,2.0,0,2,0,1,14,100
27,4.6,7.772220444452982,1850405.0,21.0,0.0,2,1,1,1,13,130
30,4.6,19.974200402690443,1843205.0,19.0,5.0,1,1,0,1,11,185
22,4.6,13.405500819756533,1876335.0,22.0,3.0,4,2,0,0,4,120
31,4.6,6.116927321899057,1838895.0,13.0,1.0,4,0,0,1,8,165
29,4.9,3.0594028768209838,1866245.0,9.0,3.0,3,2,1,0,1,55
21,4.8,6.05884411746293,1874890.0,14.0,4.0,4,0,0,1,4,150
39,4.5,2.9303382895478234,1906565.0,9.0,3.0,1,2,1,1,11,130
35,4.2,13.61117180523985,1843210.0,23.0,5.0,4,2,0,1,12,185
20,5.0,7.803382235349474,1912325.0,19.0,6.0,0,1,1,1,4,85
31,5.0,16.72211837577326,1879215.0,20.0,1.0,2,1,1,1,1,125
31,4.6,10.724430107278945,1861935.0,21.0,6.0,1,1,1,1,4,130
25,4.9,9.177805335295872,1841770.0,17.0,6.0,2,3,1,0,6,125
22,4.9,3.040697853651633,1872005.0,10.0,6.0,5,2,0,0,5,95
31,4.9,16.827472773146095,1879210.0,23.0,1.0,2,2,0,1,9,130
36,4.9,19.88997830374344,1861935.0,0.0,6.0,1,2,1,1,12,135
30,4.6,13.428916734966736,1908015.0,19.0,2.0,1,1,0,2,0,260
29,4.7,13.42904756962147,1908005.0,23.0,2.0,4,2,0,1,3,100
28,4.8,12.20987539906126,1910890.0,21.0,0.0,0,1,1,1,14,110
22,4.9,4.656788095044164,1847525.0,19.0,2.0,5,1,0,1,7,185
25,4.9,5.958831946914462,1866255.0,16.0,3.0,0,3,1,1,11,60
32,4.6,4.663344843093785,1838885.0,18.0,1.0,0,3,1,0,11,85
33,4.9,7.761735387691425,1889295.0,23.0,1.0,1,2,0,1,6,110
32,4.4,12.41687169160696,1851845.0,19.0,6.0,0,1,0,1,13,200
26,4.7,3.105095437473336,1869125.0,9.0,1.0,4,2,0,1,7,85
30,4.9,1.572533729286321,1869130.0,10.0,1.0,3,2,1,0,5,80
20,4.9,17.09819699771769,1873450.0,21.0,5.0,4,1,1,1,1,165
27,4.7,13.830131455506187,1887850.0,20.0,2.0,0,1,0,1,5,65
28,4.9,1.5297989528631668,1838890.0,11.0,1.0,5,0,1,3,10,15
30,4.9,3.1051455399287056,1872005.0,11.0,6.0,3,0,0,1,6,145
37,5.0,4.656902198106395,1860485.0,22.0,0.0,4,1,0,1,14,195
25,4.9,14.022321513257348,1884965.0,19.0,4.0,4,1,0,1,14,210
20,4.5,10.867421265092352,1848975.0,19.0,1.0,3,3,0,1,12,180
24,4.1,7.7720962407184935,1863365.0,22.0,5.0,5,2,0,1,13,95
37,4.3,1.554514382186963,1874895.0,10.0,4.0,5,2,0,0,10,24
36,4.7,7.441086731738386,1915210.0,18.0,4.0,3,3,2,0,3,95
38,5.0,9.056672984546829,1853290.0,20.0,5.0,3,1,0,1,3,145
37,4.9,17.07302628964209,1873445.0,22.0,5.0,4,2,0,1,15,125
20,4.8,16.90061622615426,1873445.0,17.0,5.0,5,3,0,1,5,130
33,4.9,14.15280068944862,1854725.0,19.0,4.0,1,1,0,1,8,230
31,4.7,4.610621612645187,1853295.0,17.0,5.0,3,3,2,1,5,75
23,4.9,6.105221374384473,1906575.0,13.0,3.0,3,0,1,1,9,135
39,4.6,17.07661742698135,1876335.0,22.0,3.0,5,2,1,1,14,75
24,4.9,6.050486021641428,1863370.0,16.0,5.0,0,3,0,1,15,50
27,4.8,6.081387490813416,1841770.0,16.0,6.0,4,3,1,1,2,80
29,4.6,13.620429458669873,1910895.0,19.0,0.0,4,1,1,1,14,165
32,4.6,1.5523182877499084,1860495.0,10.0,0.0,1,2,0,1,4,135
29,4.7,4.528164580408178,1889285.0,19.0,1.0,2,1,0,1,9,130
26,4.9,12.162424445777306,1864815.0,18.0,4.0,1,3,1,1,15,120
28,4.3,10.705559922396555,1837455.0,20.0,2.0,1,1,0,0,7,160
35,4.1,10.867285240714487,1879210.0,19.0,1.0,2,1,1,1,1,195
35,4.1,13.40635545530559,1841775.0,23.0,5.0,4,2,0,1,12,215
37,4.2,19.67503658027405,1908010.0,17.0,2.0,5,3,1,1,11,170
29,5.0,10.868262820109699,1854725.0,17.0,4.0,0,3,0,1,13,130
37,4.3,1.5527821295482669,1886415.0,11.0,3.0,1,0,1,1,12,155
25,5.0,11.983487832873099,1905130.0,20.0,4.0,2,1,2,1,12,115
26,4.9,13.97191478756942,1854735.0,19.0,4.0,4,1,0,1,11,240
39,4.6,6.117673772819904,1856170.0,15.0,3.0,2,3,1,0,14,150
25,4.9,11.007734763744617,1873445.0,23.0,5.0,0,2,0,0,6,125
24,4.6,7.601614738321588,1877775.0,18.0,2.0,4,3,0,0,8,95
30,4.5,10.7555029596215,1867685.0,20.0,2.0,5,1,1,1,0,190
25,4.9,7.5628176900723,1886405.0,18.0,3.0,4,3,1,1,5,55
27,4.5,7.563759001970378,1860490.0,17.0,0.0,2,3,2,1,0,140
23,4.7,4.596336792438924,1850410.0,17.0,0.0,1,3,0,1,9,75
31,4.7,13.989695713800396,1870570.0,21.0,0.0,0,1,1,1,10,27
32,4.0,14.021750803377119,1884970.0,19.0,4.0,1,3,0,1,12,190
21,4.6,4.610621612645187,1866255.0,18.0,3.0,4,3,0,1,0,60
38,4.3,20.28756188229029,1905130.0,20.0,4.0,1,1,1,1,4,155
22,4.8,16.636875038860897,1848970.0,19.0,1.0,2,1,1,0,10,19
34,5.0,11.718719558712598,1910890.0,19.0,0.0,5,1,0,1,5,230
30,4.8,3.073462803868858,1883530.0,8.0,5.0,1,2,0,1,10,23
34,4.3,20.44292976252901,1837445.0,21.0,2.0,4,1,0,1,9,205
22,4.5,16.635629218678122,1879215.0,17.0,1.0,0,3,0,1,9,80
28,4.5,12.162115707005645,1857605.0,18.0,2.0,4,3,0,1,1,185
33,4.8,1.5545063790428728,1874885.0,11.0,4.0,3,0,1,1,5,175
31,4.7,10.865065738215941,1848970.0,23.0,1.0,3,2,2,0,13,135
23,4.7,6.147404652636645,1883530.0,15.0,5.0,1,3,0,0,6,65
38,4.2,10.881197531246407,1851855.0,20.0,6.0,3,1,1,1,4,195
33,4.7,10.707006464770936,1861925.0,22.0,6.0,5,2,0,1,0,95
28,4.9,10.868244074540835,1840330.0,21.0,0.0,4,1,0,1,12,220
36,4.5,9.121499067661924,1847535.0,17.0,2.0,0,3,0,1,1,75
21,4.6,7.601876617115989,1856165.0,21.0,3.0,1,1,1,1,13,100
22,4.9,4.65694538594946,1872005.0,17.0,6.0,4,3,0,1,8,125
28,4.3,9.12108977493757,1844645.0,22.0,4.0,5,2,0,1,3,145
23,4.3,10.642018863256986,1848975.0,20.0,1.0,3,1,1,1,14,170
31,4.8,12.419850660252768,1867690.0,21.0,2.0,3,1,1,3,2,195
37,4.8,9.363281285466348,1912335.0,20.0,6.0,0,1,1,1,10,18
29,4.6,10.586888296813116,1861930.0,19.0,6.0,4,1,0,1,14,180
20,4.9,9.087965501261484,1869125.0,23.0,1.0,4,2,0,0,9,80
22,4.7,19.974363119323215,1848965.0,20.0,1.0,0,1,1,1,0,120
22,5.0,1.554619810773694,1866245.0,10.0,3.0,4,2,0,1,9,120
22,4.8,13.407033668284814,1887845.0,18.0,2.0,1,3,1,0,2,75
34,4.4,3.108983787513406,1856175.0,9.0,3.0,1,2,0,1,4,105
32,4.6,20.848074005447355,1846095.0,18.0,3.0,5,3,0,1,15,235
24,4.7,3.0188284633848217,1877775.0,10.0,2.0,5,2,0,3,0,85
22,4.8,7.601027931404884,1850405.0,20.0,0.0,4,1,1,1,9,160
27,4.6,10.867285240714487,1840335.0,19.0,0.0,2,1,1,1,4,135
21,4.8,10.757499697083244,1840330.0,23.0,0.0,4,2,0,1,2,120
34,4.7,6.118471180690497,1872015.0,14.0,6.0,0,0,0,0,6,110
20,4.8,12.417003842687146,1870570.0,18.0,0.0,1,3,1,1,10,16
38,4.0,20.17900385808542,1882085.0,19.0,6.0,3,1,0,1,10,49
24,4.5,3.01871690507141,1877770.0,9.0,2.0,0,2,0,1,3,70
20,4.8,20.287264795753714,1913765.0,18.0,5.0,1,3,0,1,7,100
30,5.0,9.122108408658214,1850405.0,19.0,0.0,0,1,0,1,15,75
36,4.9,10.725034637880958,1887850.0,21.0,2.0,3,1,0,1,1,270
29,4.4,3.04081604085675,1863375.0,11.0,5.0,4,0,0,0,7,155
25,4.9,1.4899271643865588,1838895.0,11.0,1.0,2,0,1,1,9,125
33,4.1,9.314044064891696,1841765.0,22.0,6.0,2,2,0,1,7,100
38,4.9,14.022096082518878,1840330.0,21.0,0.0,1,1,1,1,14,150
34,4.8,13.63129313218813,1848975.0,17.0,1.0,2,3,2,1,12,145
22,4.8,10.586824027282614,1867685.0,19.0,2.0,5,1,1,1,5,80
22,4.2,3.0733972976360437,1860495.0,10.0,0.0,5,2,0,0,0,115
22,5.0,4.476679400517646,1915205.0,20.0,4.0,0,1,1,1,14,85
25,4.9,9.435201537430714,1889295.0,23.0,1.0,2,2,0,1,6,80
29,4.7,9.0554769335006,1886410.0,19.0,3.0,1,1,1,1,6,65
27,4.9,1.4897806686912982,1856165.0,9.0,3.0,0,2,1,0,1,105
35,4.8,1.572533729286321,1869125.0,8.0,1.0,0,2,0,1,5,120
35,4.6,3.0594028768209838,1850410.0,8.0,0.0,1,2,1,1,3,130
24,4.8,19.61901197596057,1864810.0,22.0,4.0,2,2,1,1,1,85
24,5.0,13.622067322393534,1908015.0,21.0,2.0,5,1,0,0,7,145
29,4.5,1.5147814055665174,1889285.0,9.0,1.0,3,2,2,1,5,70
30,4.8,17.097651549864548,1879215.0,20.0,1.0,2,1,0,1,8,200
26,4.9,3.104605953841284,1872010.0,9.0,6.0,4,2,1,1,10,19
38,4.0,19.394555235256966,1905125.0,21.0,4.0,2,1,0,1,10,40
21,4.6,2.984598378443473,1909455.0,9.0,1.0,0,2,0,0,7,50
38,4.7,10.723989806656368,1883530.0,23.0,4.0,4,2,0,0,11,190
37,4.6,9.087937068015972,1853290.0,22.0,5.0,0,1,0,1,12,125
33,4.6,13.829931792649827,1854725.0,18.0,4.0,4,3,1,1,11,215
23,5.0,10.707006464770936,1854725.0,19.0,4.0,5,1,0,0,15,125
21,4.8,19.976644021152854,1851855.0,23.0,6.0,2,2,0,0,1,60
22,4.6,4.596317855297838,1886415.0,20.0,3.0,3,1,0,1,4,120
28,4.7,3.105369890908668,1883530.0,8.0,5.0,4,2,0,3,7,100
28,4.3,1.543962384290521,1909445.0,10.0,1.0,1,2,0,1,13,75
31,5.0,12.074281945769359,1867690.0,19.0,2.0,0,1,1,1,12,110
27,4.6,10.88036428627722,1837450.0,19.0,2.0,4,1,0,1,12,220
22,4.8,10.867285240714487,1846090.0,21.0,3.0,2,1,0,1,6,120
31,4.8,4.464766878776638,1906565.0,23.0,3.0,3,2,0,1,4,85
20,4.8,6.232152800668749,1869135.0,15.0,1.0,5,3,0,1,2,100
22,4.8,2.979502850576494,1844650.0,11.0,4.0,5,0,1,0,2,95
25,4.8,13.18491228608386,1905135.0,21.0,4.0,0,1,0,1,9,75
37,4.8,9.313021564639982,1844645.0,18.0,4.0,1,3,1,0,8,145
39,4.4,4.717601092054723,1841765.0,17.0,6.0,1,3,0,1,5,170
21,4.7,7.762510040102141,1877775.0,21.0,2.0,3,1,0,1,10,24
20,4.6,3.0405372416448646,1877770.0,11.0,2.0,5,0,0,0,10,26
26,4.7,1.5093844931452696,1880650.0,9.0,0.0,0,2,0,1,15,115
21,4.7,3.145067434621583,1912330.0,11.0,6.0,2,0,0,0,12,75
26,4.7,14.022136830289478,1867685.0,21.0,2.0,1,1,0,1,7,80
30,5.0,14.022096082518878,1867695.0,22.0,2.0,1,2,1,0,8,75
29,4.3,2.984522628644569,1915210.0,10.0,4.0,2,2,0,0,14,140
30,4.6,1.552331352726081,1883530.0,11.0,5.0,3,0,0,0,2,155
22,4.8,1.526396912039431,1912335.0,10.0,6.0,4,2,0,1,15,75
24,4.9,10.880951367269885,1879210.0,18.0,1.0,2,3,0,1,4,110
29,4.8,9.12210553959038,1838890.0,20.0,1.0,5,1,1,1,7,90
24,4.3,17.07559440107296,1837455.0,21.0,2.0,2,1,0,3,7,165
21,4.7,6.036610249816451,1856175.0,12.0,3.0,5,0,0,1,2,95
20,4.5,12.254988311075596,1840335.0,19.0,0.0,0,1,2,3,7,65
27,5.0,14.021812013196106,1882090.0,22.0,6.0,1,2,0,0,6,110
34,3.8,13.62208991704973,1905125.0,19.0,4.0,5,1,1,1,10,34
23,5.0,7.7635043374686274,1880650.0,19.0,0.0,2,1,0,1,15,100
23,4.6,6.037557938329102,1872010.0,12.0,6.0,4,0,0,0,10,22
31,5.0,9.219878421275038,1880650.0,23.0,0.0,1,2,0,1,10,24
35,4.7,7.8032219310450195,1915205.0,21.0,4.0,2,1,0,1,4,160
31,4.4,7.601870282547478,1880655.0,18.0,0.0,1,3,0,1,7,165
35,4.6,1.554619810773694,1883530.0,10.0,5.0,4,2,1,1,5,80
32,5.0,9.087720328091445,1847530.0,19.0,2.0,1,1,2,1,0,135
39,4.5,9.326940869812143,1863370.0,23.0,5.0,1,2,0,1,6,100
32,5.0,7.660840811905797,1883535.0,20.0,5.0,0,1,2,1,0,105
20,4.8,7.450285845946469,1863370.0,18.0,5.0,4,3,0,1,15,80
22,4.5,4.610405794808594,1880655.0,22.0,0.0,3,2,0,0,6,65
30,4.5,3.0640094555094213,1889290.0,10.0,1.0,2,2,1,1,8,140
38,4.6,1.5147885720051273,1889290.0,9.0,1.0,0,2,0,1,5,130
29,4.9,7.8626681674103684,1912325.0,18.0,6.0,1,3,0,1,3,135
39,4.8,7.761768725951355,1850415.0,22.0,0.0,0,2,1,0,15,85
33,4.4,17.076407856166536,1848970.0,23.0,1.0,3,2,0,1,7,195
22,4.1,10.866261860714015,1884970.0,20.0,4.0,0,1,0,1,13,165
27,5.0,17.166408504644007,1905130.0,22.0,4.0,1,1,1,1,1,110
24,4.8,11.007734763744617,1840325.0,17.0,0.0,3,3,0,0,9,210
26,4.0,10.641407763221139,1884965.0,19.0,4.0,4,1,2,1,0,160
24,4.5,3.0188687420087144,1874885.0,9.0,4.0,1,2,0,1,7,85
38,4.6,10.88143182310278,1870570.0,23.0,0.0,5,2,0,1,2,100
30,4.7,10.280009835772024,1913775.0,19.0,5.0,0,1,1,0,11,110
20,4.8,4.596951629499114,1863370.0,18.0,5.0,0,3,1,1,5,75
33,4.9,16.72141633133003,1879205.0,20.0,1.0,3,1,1,1,5,245
22,4.0,9.2636034122361,1906570.0,19.0,3.0,4,1,2,1,4,160
35,4.1,1.4901739564930154,1883535.0,9.0,5.0,1,2,0,1,8,110
24,4.8,6.209089325963786,1847525.0,13.0,2.0,1,0,2,1,15,130
25,4.6,7.763607607839511,1856170.0,21.0,3.0,4,1,1,3,4,165
38,3.6,20.85227883430363,1882095.0,17.0,6.0,2,3,0,1,5,175
